,Sex,Ticket,Age,Fare,Name,PassengerId,Title,Title_n,Cabin,Pclass,Fare_,Pclass_,Family,Family_,Age_,SibSp,Embarked,Parch,Survived
280,0,399,65.0,7.75,351,281,12,1.0,186,3,1,1,0,2,3,0,1,0,0.0
281,0,469,28.0,7.8542,897,282,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
282,0,429,16.0,9.5,1300,283,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
283,0,731,19.0,8.05,339,284,12,1.0,186,3,3,1,0,2,4,0,2,0,1.0
284,0,34,32.25215146299484,26.0,1117,285,12,1.0,5,1,5,3,0,2,0,0,2,0,0.0
285,0,522,33.0,8.6625,1135,286,12,1.0,186,3,3,1,0,2,0,0,0,0,0.0
286,0,426,30.0,9.5,1299,287,12,1.0,186,3,3,1,0,2,0,0,2,0,1.0
287,0,489,22.0,7.8958,838,288,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
288,0,176,42.0,13.0,560,289,12,1.0,186,2,3,2,0,2,0,0,2,0,1.0
289,1,639,22.0,7.75,261,290,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
290,1,118,26.0,78.85,92,291,9,2.0,186,1,0,3,0,2,0,0,2,0,1.0
291,1,82,19.0,91.0792,126,292,13,2.0,42,1,0,3,1,3,4,1,0,0,1.0
292,0,869,36.0,12.875,702,293,12,1.0,117,2,3,2,0,2,0,0,0,0,0.0
293,1,519,24.0,8.85,478,294,9,2.0,186,3,3,1,0,2,4,0,2,0,0.0
294,0,516,24.0,7.8958,802,295,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
295,0,828,32.25215146299484,27.7208,703,296,12,1.0,186,1,5,3,0,2,0,0,0,0,0.0
296,0,288,23.5,7.2292,488,297,12,1.0,186,3,1,1,0,2,4,0,0,0,0.0
297,1,49,2.0,151.55,24,298,9,2.0,79,1,0,3,3,3,1,1,2,2,0.0
298,0,126,32.25215146299484,30.5,1043,299,12,1.0,65,1,5,3,0,2,0,0,2,0,1.0
299,1,800,50.0,247.5208,99,300,13,2.0,48,1,0,3,1,3,2,0,0,1,1.0
300,1,704,21.774238095238097,7.75,636,301,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
301,0,608,32.25215146299484,23.25,771,302,12,1.0,186,3,4,1,2,3,0,2,1,0,1.0
302,0,787,19.0,0.0,604,303,12,1.0,186,3,2,1,0,2,4,0,2,0,0.0
303,1,141,21.774238095238097,12.35,631,304,9,2.0,148,2,3,2,0,2,4,0,1,0,1.0
304,0,725,32.25215146299484,8.05,1272,305,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
305,0,49,0.92,151.55,23,306,8,1.0,79,1,0,3,3,3,1,1,2,2,1.0
306,1,107,21.774238095238097,110.8833,387,307,9,2.0,186,1,0,3,0,2,4,0,0,0,1.0
307,1,834,17.0,108.9,946,308,13,2.0,98,1,0,3,1,3,4,1,0,0,1.0
308,0,789,30.0,24.0,6,309,12,1.0,186,2,4,2,1,3,0,1,0,0,0.0
309,1,798,30.0,56.9292,409,310,9,2.0,157,1,0,3,0,2,0,0,0,0,1.0
310,1,75,24.0,83.1583,515,311,9,2.0,94,1,0,3,0,2,4,0,0,0,1.0
311,1,824,18.0,262.375,1036,312,9,2.0,47,1,0,3,4,1,4,2,0,2,1.0
312,1,223,26.0,26.0,667,313,13,2.0,186,2,5,2,2,3,0,1,2,1,0.0
313,0,526,28.0,7.8958,526,314,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
314,0,782,43.0,26.25,509,315,12,1.0,186,2,5,2,2,3,0,1,2,1,0.0
315,1,475,26.0,7.8542,866,316,9,2.0,186,3,1,1,0,2,0,0,2,0,1.0
316,1,199,24.0,26.0,621,317,13,2.0,186,2,5,2,1,3,4,1,2,0,1.0
317,0,316,54.0,14.0,819,318,4,1.3489623366641046,186,2,3,2,0,2,2,0,2,0,0.0
318,1,626,31.0,164.8667,1256,319,9,2.0,100,1,0,3,2,3,0,0,2,2,1.0
319,1,105,40.0,134.5,1129,320,13,2.0,156,1,0,3,2,3,0,1,0,1,1.0
320,0,721,22.0,7.25,323,321,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
321,0,502,27.0,7.8958,300,322,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
322,1,158,30.0,12.35,1108,323,9,2.0,186,2,3,2,0,2,0,0,1,0,1.0
323,1,211,22.0,29.0,186,324,13,2.0,186,2,5,2,2,3,4,1,2,1,1.0
324,0,778,32.25215146299484,69.55,1055,325,12,1.0,186,3,0,1,10,0,0,8,2,2,0.0
325,1,836,36.0,135.6333,1286,326,9,2.0,84,1,0,3,0,2,0,0,0,0,1.0
326,0,413,61.0,6.2375,876,327,12,1.0,186,3,1,1,0,2,3,0,2,0,0.0
327,1,312,36.0,13.0,87,328,13,2.0,117,2,3,2,0,2,0,0,2,0,1.0
328,1,583,31.0,20.525,453,329,13,2.0,186,3,4,1,2,3,0,1,2,1,1.0
329,1,10,16.0,57.9792,540,330,9,2.0,24,1,0,3,1,3,4,0,0,1,1.0
330,1,608,21.774238095238097,23.25,769,331,9,2.0,186,3,4,1,2,3,4,2,1,0,1.0
331,0,28,45.5,28.5,929,332,12,1.0,71,1,5,3,0,2,2,0,2,0,0.0
332,0,805,38.0,153.4625,465,333,12,1.0,111,1,0,3,1,3,0,0,2,1,0.0
333,0,418,16.0,18.0,1216,334,12,1.0,186,3,4,1,2,3,4,2,2,0,0.0
334,1,827,36.99411764705882,133.65,414,335,13,2.0,186,1,0,3,1,3,0,1,2,0,1.0
335,0,508,32.25215146299484,7.8958,322,336,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
336,0,46,29.0,66.6,939,337,12,1.0,78,1,0,3,1,3,0,1,2,0,0.0
337,1,105,41.0,134.5,171,338,9,2.0,160,1,0,3,0,2,0,0,0,0,1.0
338,0,699,45.0,8.05,289,339,12,1.0,186,3,3,1,0,2,0,0,2,0,1.0
339,0,51,45.0,35.5,130,340,12,1.0,185,1,0,3,0,2,0,0,2,0,0.0
340,0,145,2.0,26.0,850,341,8,1.0,180,2,5,2,2,3,1,1,2,1,1.0
341,1,123,24.0,263.0,401,342,9,2.0,80,1,0,3,5,1,4,3,2,2,1.0
342,0,212,28.0,13.0,250,343,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
343,0,198,25.0,13.0,1076,344,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
344,0,144,36.0,13.0,408,345,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
345,1,209,24.0,13.0,159,346,9,2.0,181,2,3,2,0,2,4,0,2,0,1.0
346,1,344,40.0,13.0,1114,347,9,2.0,186,2,3,2,0,2,0,0,2,0,1.0
347,1,665,36.99411764705882,16.1,313,348,13,2.0,186,3,4,1,1,3,0,1,2,0,1.0
348,0,769,3.0,15.9,274,349,8,1.0,186,3,3,1,2,3,1,1,2,1,1.0
349,0,352,42.0,8.6625,330,350,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
350,0,690,23.0,9.225,889,351,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
351,0,40,32.25215146299484,35.0,1275,352,12,1.0,74,1,0,3,0,2,0,0,2,0,0.0
352,0,290,15.0,7.2292,368,353,12,1.0,186,3,1,1,2,3,4,1,0,1,0.0
353,0,520,25.0,17.8,51,354,12,1.0,186,3,4,1,1,3,0,1,2,0,0.0
354,0,241,32.25215146299484,7.225,1288,355,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
355,0,433,28.0,9.5,1212,356,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
356,1,38,22.0,55.0,147,357,9,2.0,155,1,0,3,1,3,4,0,2,1,1.0
357,1,171,38.0,13.0,420,358,9,2.0,186,2,3,2,0,2,0,0,2,0,0.0
358,1,381,21.774238095238097,7.8792,777,359,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
359,1,391,21.774238095238097,7.8792,808,360,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
360,0,464,40.0,27.9,1105,361,12,1.0,186,3,5,1,5,1,0,1,2,4,0.0
361,0,866,29.0,27.7208,1301,362,12,1.0,186,2,5,2,1,3,0,1,0,0,0.0
362,1,286,45.0,14.4542,91,363,13,2.0,186,3,3,1,1,3,0,0,0,1,0.0
363,0,879,35.0,7.05,56,364,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
364,0,633,32.25215146299484,15.5,877,365,12,1.0,186,3,3,1,1,3,0,1,1,0,0.0
365,0,745,30.0,7.25,10,366,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
366,1,6,60.0,75.25,1233,367,13,2.0,133,1,0,3,1,3,2,1,0,0,1.0
367,1,234,36.99411764705882,7.2292,827,368,13,2.0,186,3,1,1,0,2,0,0,0,0,1.0
368,1,102,21.774238095238097,7.75,591,369,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
369,1,795,24.0,69.3,72,370,11,2.0,33,1,0,3,0,2,4,0,0,0,1.0
370,0,74,25.0,55.4417,494,371,12,1.0,165,1,0,3,1,3,0,1,0,0,1.0
371,0,330,18.0,6.4958,1263,372,12,1.0,186,3,1,1,1,3,4,1,2,0,0.0
372,0,369,19.0,8.05,105,373,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
373,0,836,22.0,135.6333,1004,374,12,1.0,186,1,0,3,0,2,4,0,0,0,0.0
374,1,541,3.0,21.075,916,375,9,2.0,186,3,4,1,4,1,1,3,2,1,0.0
375,1,820,36.99411764705882,82.1708,794,376,13,2.0,186,1,0,3,1,3,0,1,0,0,1.0
376,1,746,22.0,7.25,674,377,9,2.0,186,3,1,1,0,2,4,0,2,0,1.0
377,0,37,27.0,211.5,1261,378,12,1.0,104,1,0,3,2,3,0,0,0,2,0.0
378,0,242,20.0,4.0125,119,379,12,1.0,186,3,1,1,0,2,4,0,0,0,0.0
379,0,446,19.0,7.775,477,380,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
380,1,833,42.0,227.525,120,381,9,2.0,186,1,0,3,0,2,0,0,0,0,1.0
381,1,247,1.0,15.7417,840,382,9,2.0,186,3,3,1,2,3,1,0,0,2,1.0
382,0,909,32.0,7.925,1184,383,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
383,1,55,35.0,52.0,555,384,13,2.0,186,1,0,3,1,3,0,1,2,0,1.0
384,0,510,32.25215146299484,7.8958,969,385,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
385,0,847,18.0,73.5,306,386,12,1.0,186,2,0,2,0,2,4,0,2,0,0.0
386,0,775,1.0,46.9,456,387,8,1.0,186,3,0,1,7,0,1,5,2,2,0.0
387,1,298,36.0,13.0,173,388,9,2.0,186,2,3,2,0,2,0,0,2,0,1.0
388,0,615,32.25215146299484,7.7292,1044,389,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
389,1,852,17.0,12.0,692,390,9,2.0,186,2,3,2,0,2,4,0,0,0,1.0
390,0,43,36.0,120.0,209,391,12,1.0,60,1,0,3,3,3,0,1,2,2,1.0
391,0,549,21.0,7.7958,582,392,12,1.0,186,3,1,1,0,2,4,0,2,0,1.0
392,0,332,28.0,7.925,476,393,12,1.0,186,3,1,1,2,3,0,2,2,0,0.0
393,1,573,23.0,113.275,856,394,9,2.0,132,1,0,3,1,3,4,1,0,0,1.0
394,1,839,24.0,16.7,1068,395,13,2.0,184,3,4,1,2,3,4,0,2,2,1.0
395,0,559,22.0,7.7958,596,396,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
396,1,567,31.0,7.8542,896,397,9,2.0,186,3,1,1,0,2,0,0,2,0,0.0
397,0,308,46.0,26.0,780,398,12,1.0,186,2,5,2,0,2,2,0,2,0,0.0
398,0,193,23.0,10.5,912,399,4,1.3489623366641046,186,2,3,2,0,2,4,0,2,0,0.0
399,1,186,28.0,12.65,1197,400,13,2.0,186,2,3,2,0,2,0,0,2,0,1.0
400,0,906,39.0,7.925,869,401,12,1.0,186,3,1,1,0,2,0,0,2,0,1.0
401,0,402,26.0,8.05,11,402,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
402,1,675,21.0,9.825,616,403,9,2.0,186,3,3,1,1,3,4,1,2,0,0.0
403,0,913,28.0,15.85,482,404,12,1.0,186,3,3,1,1,3,0,1,2,0,0.0
404,1,360,20.0,8.6625,902,405,9,2.0,186,3,3,1,0,2,4,0,2,0,0.0
405,0,313,34.0,21.0,425,406,12,1.0,186,2,4,2,1,3,0,1,2,0,0.0
406,0,441,51.0,7.75,1259,407,12,1.0,186,3,1,1,0,2,2,0,2,0,0.0
407,0,321,3.0,18.75,1000,408,8,1.0,186,2,4,2,2,3,1,1,2,1,1.0
408,0,342,21.0,7.775,123,409,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
409,1,671,21.774238095238097,25.4667,688,410,9,2.0,186,3,5,1,4,1,4,3,2,1,0.0
410,0,505,32.25215146299484,7.8958,1075,411,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
411,0,670,32.25215146299484,6.8583,510,412,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
412,1,120,33.0,90.0,800,413,9,2.0,102,1,0,3,1,3,0,1,1,0,1.0
413,0,178,32.25215146299484,0.0,287,414,12,1.0,186,2,2,2,0,2,0,0,2,0,0.0
414,0,898,44.0,7.925,1156,415,12,1.0,186,3,1,1,0,2,0,0,2,0,1.0
415,1,408,36.99411764705882,8.05,786,416,13,2.0,186,3,3,1,0,2,0,0,2,0,0.0
416,1,305,34.0,32.5,350,417,13,2.0,186,2,0,2,2,3,0,1,2,1,1.0
417,1,224,18.0,13.0,1087,418,9,2.0,186,2,3,2,2,3,4,0,2,2,1.0
418,0,307,30.0,13.0,762,419,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
419,1,425,10.0,24.15,1206,420,9,2.0,186,3,5,1,2,3,1,0,2,2,0.0
420,0,537,32.25215146299484,7.8958,433,421,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
421,0,732,21.0,7.7333,226,422,12,1.0,186,3,1,1,0,2,4,0,1,0,0.0
422,0,346,29.0,7.875,1295,423,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
423,1,457,28.0,14.4,297,424,13,2.0,186,3,3,1,2,3,0,1,2,1,0.0
424,0,632,18.0,20.2125,1020,425,12,1.0,186,3,4,1,2,3,4,1,2,1,0.0
425,0,717,32.25215146299484,7.25,1279,426,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
426,1,128,28.0,26.0,241,427,13,2.0,186,2,5,2,1,3,0,1,2,0,1.0
427,1,226,19.0,26.0,965,428,9,2.0,186,2,5,2,0,2,4,0,2,0,1.0
428,0,598,32.25215146299484,7.75,388,429,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
429,0,884,32.0,8.05,967,430,12,1.0,147,3,3,1,0,2,0,0,2,0,1.0
430,0,5,28.0,26.55,129,431,12,1.0,92,1,5,3,0,2,0,0,2,0,1.0
431,1,654,36.99411764705882,16.1,1183,432,13,2.0,186,3,4,1,1,3,0,1,2,0,1.0
432,1,856,42.0,26.0,726,433,13,2.0,186,2,5,2,1,3,0,1,2,0,1.0
433,0,900,17.0,7.125,618,434,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
434,0,93,50.0,55.9,1089,435,12,1.0,161,1,0,3,1,3,2,1,2,0,0.0
435,1,43,14.0,120.0,208,436,9,2.0,60,1,0,3,3,3,4,1,2,2,1.0
436,1,924,21.0,34.375,394,437,9,2.0,186,3,0,1,4,1,4,2,2,2,0.0
437,1,321,24.0,18.75,1001,438,13,2.0,186,2,4,2,5,1,4,2,2,3,1.0
438,0,123,64.0,263.0,405,439,12,1.0,80,1,0,3,5,1,3,1,2,4,0.0
439,0,749,31.0,10.5,665,440,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
440,1,782,45.0,26.25,511,441,13,2.0,186,2,5,2,2,3,0,1,2,1,1.0
441,0,422,20.0,9.5,487,442,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
442,0,453,25.0,7.775,961,443,12,1.0,186,3,1,1,1,3,0,1,2,0,0.0
443,1,148,28.0,13.0,989,444,14,2.0,186,2,3,2,0,2,0,0,2,0,1.0
444,0,683,32.25215146299484,8.1125,593,445,12,1.0,186,3,3,1,0,2,0,0,2,0,1.0
445,0,398,4.0,81.8583,333,446,8,1.0,14,1,0,3,2,3,1,0,2,2,1.0
446,1,217,13.0,19.5,787,447,9,2.0,186,2,4,2,1,3,4,0,2,1,1.0
447,0,59,34.0,26.55,1078,448,12,1.0,186,1,5,3,0,2,0,0,2,0,1.0
448,1,260,5.0,19.2583,80,449,9,2.0,186,3,4,1,3,3,1,2,0,1,1.0
449,0,52,52.0,30.5,963,450,7,1.0,63,1,5,3,0,2,2,0,2,0,1.0
450,0,768,36.0,27.75,1248,451,12,1.0,186,2,5,2,3,3,0,1,2,2,0.0
451,0,680,32.25215146299484,19.9667,480,452,12,1.0,186,3,4,1,1,3,0,1,2,0,0.0
452,0,31,30.0,27.75,400,453,12,1.0,67,1,5,3,0,2,0,0,0,0,0.0
453,0,108,49.0,89.1042,447,454,12,1.0,112,1,0,3,1,3,2,1,0,0,1.0
454,0,726,32.25215146299484,8.05,942,455,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
455,0,523,29.0,7.8958,581,456,12,1.0,186,3,1,1,0,2,0,0,0,0,1.0
456,0,95,65.0,26.55,797,457,12,1.0,158,1,5,3,0,2,3,0,2,0,0.0
457,1,110,36.99411764705882,51.8625,643,458,13,2.0,124,1,0,3,1,3,0,1,2,0,1.0
458,1,783,50.0,10.5,1188,459,9,2.0,186,2,3,2,0,2,2,0,2,0,1.0
459,0,644,32.25215146299484,7.75,881,460,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
460,0,124,48.0,26.55,30,461,12,1.0,149,1,5,3,0,2,2,0,2,0,1.0
461,0,590,34.0,8.05,821,462,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
462,0,9,47.0,38.5,431,463,12,1.0,169,1,0,3,0,2,2,0,2,0,0.0
463,0,155,48.0,13.0,798,464,12,1.0,186,2,3,2,0,2,2,0,2,0,0.0
464,0,737,32.25215146299484,8.05,744,465,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
465,0,875,38.0,7.05,454,466,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
466,0,178,32.25215146299484,0.0,190,467,12,1.0,186,2,2,2,0,2,0,0,2,0,0.0
467,0,58,56.0,26.55,1112,468,12,1.0,186,1,5,3,0,2,2,0,2,0,0.0
468,0,580,32.25215146299484,7.725,1072,469,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
469,1,260,0.75,19.2583,79,470,9,2.0,186,3,4,1,3,3,1,2,0,1,1.0
470,0,368,32.25215146299484,7.25,634,471,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
471,0,353,38.0,8.6625,181,472,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
472,1,768,33.0,27.75,1249,473,13,2.0,186,2,5,2,3,3,0,1,2,2,1.0
473,1,857,23.0,13.7917,592,474,13,2.0,117,2,3,2,0,2,4,0,0,0,1.0
474,1,698,22.0,9.8375,1148,475,9,2.0,186,3,3,1,0,2,4,0,2,0,0.0
475,0,2,32.25215146299484,52.0,243,476,12,1.0,2,1,0,3,0,2,0,0,2,0,0.0
476,0,339,34.0,21.0,986,477,12,1.0,186,2,4,2,1,3,0,1,2,0,0.0
477,0,434,29.0,7.0458,154,478,12,1.0,186,3,1,1,1,3,0,1,2,0,0.0
478,0,562,22.0,7.5208,625,479,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
479,1,338,2.0,12.2875,542,480,9,2.0,186,3,3,1,1,3,1,0,2,1,1.0
480,0,775,9.0,46.9,455,481,8,1.0,186,3,0,1,7,0,1,5,2,2,0.0
481,0,179,32.25215146299484,0.0,418,482,12,1.0,186,2,2,2,0,2,0,0,2,0,0.0
482,0,729,50.0,8.05,1029,483,12,1.0,186,3,3,1,0,2,2,0,2,0,0.0
483,1,672,63.0,9.5875,1202,484,13,2.0,186,3,3,1,0,2,3,0,2,0,1.0
484,0,82,25.0,91.0792,125,485,12,1.0,42,1,0,3,1,3,0,1,0,0,1.0
485,1,671,21.774238095238097,25.4667,689,486,9,2.0,186,3,5,1,4,1,4,3,2,1,0.0
486,1,121,35.0,90.0,566,487,13,2.0,113,1,0,3,1,3,0,1,2,0,1.0
487,0,78,58.0,29.7,641,488,12,1.0,35,1,5,3,0,2,2,0,0,0,0.0
488,0,710,30.0,8.05,1125,489,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
489,0,769,9.0,15.9,273,490,8,1.0,186,3,3,1,2,3,1,1,2,1,1.0
490,0,681,32.25215146299484,19.9667,481,491,12,1.0,186,3,4,1,1,3,0,1,2,0,0.0
491,0,890,21.0,7.25,1277,492,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
492,0,53,55.0,30.5,810,493,12,1.0,82,1,5,3,0,2,2,0,2,0,0.0
493,0,825,71.0,49.5042,54,494,12,1.0,186,1,0,3,0,2,3,0,0,0,0.0
494,0,713,21.0,8.05,1137,495,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
495,0,235,32.25215146299484,14.4583,1289,496,12,1.0,186,3,3,1,0,2,0,0,0,0,0.0
496,1,627,54.0,78.2667,374,497,9,2.0,123,1,0,3,1,3,2,1,0,0,1.0
497,0,773,32.25215146299484,15.1,1082,498,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
498,1,49,25.0,151.55,26,499,13,2.0,79,1,0,3,3,3,0,1,2,2,0.0
499,0,550,24.0,7.7958,1161,500,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
500,0,350,17.0,8.6625,188,501,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
501,1,594,21.0,7.75,191,502,9,2.0,186,3,1,1,0,2,4,0,1,0,0.0
502,1,374,21.774238095238097,7.6292,888,503,9,2.0,186,3,1,1,0,2,4,0,1,0,0.0
503,1,673,37.0,9.5875,669,504,9,2.0,186,3,3,1,0,2,0,0,2,0,0.0
504,1,0,16.0,86.5,743,505,9,2.0,55,1,0,3,0,2,4,0,2,0,1.0
505,0,834,18.0,108.9,945,506,12,1.0,98,1,0,3,1,3,4,1,0,0,0.0
506,1,239,33.0,26.0,979,507,13,2.0,186,2,5,2,2,3,0,0,2,2,1.0
507,0,13,32.25215146299484,26.55,150,508,12,1.0,186,1,5,3,0,2,0,0,2,0,1.0
508,0,743,28.0,22.525,893,509,12,1.0,186,3,4,1,0,2,0,0,2,0,0.0
509,0,104,26.0,56.4958,676,510,12,1.0,186,3,0,1,0,2,0,0,2,0,1.0
510,0,658,29.0,7.75,293,511,12,1.0,186,3,1,1,0,2,0,0,1,0,1.0
511,0,889,32.25215146299484,8.05,1238,512,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
512,0,791,36.0,26.2875,776,513,12,1.0,153,1,5,3,0,2,0,0,2,0,1.0
513,1,819,54.0,59.4,1028,514,13,2.0,186,1,0,3,1,3,2,1,0,0,1.0
514,0,492,24.0,7.4958,248,515,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
515,0,629,47.0,34.0208,1225,516,12,1.0,138,1,0,3,0,2,2,0,2,0,0.0
516,1,766,34.0,10.5,696,517,13,2.0,181,2,3,2,0,2,0,0,2,0,1.0
517,0,646,32.25215146299484,24.15,1034,518,12,1.0,186,3,5,1,0,2,0,0,1,0,0.0
518,1,142,36.0,26.0,49,519,13,2.0,186,2,5,2,1,3,0,1,2,0,1.0
519,0,525,32.0,7.8958,933,520,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
520,1,86,30.0,93.5,950,521,9,2.0,52,1,0,3,0,2,0,0,2,0,1.0
521,0,535,22.0,7.8958,1222,522,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
522,0,232,32.25215146299484,7.225,666,523,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
523,1,10,44.0,57.9792,541,524,13,2.0,24,1,0,3,1,3,0,0,0,1,1.0
524,0,295,32.25215146299484,7.2292,629,525,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
525,0,614,40.5,7.75,378,526,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
526,1,919,50.0,10.5,1002,527,9,2.0,186,2,3,2,0,2,2,0,2,0,1.0
527,0,797,32.25215146299484,221.7792,379,528,12,1.0,114,1,0,3,0,2,0,0,2,0,0.0
528,0,336,39.0,7.925,1062,529,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
529,0,319,23.0,11.5,545,530,12,1.0,186,2,3,2,3,3,4,2,2,1,0.0
530,1,239,2.0,26.0,977,531,9,2.0,186,2,5,2,2,3,1,1,2,1,1.0
531,0,240,32.25215146299484,7.2292,1192,532,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
532,0,285,17.0,7.2292,367,533,12,1.0,186,3,1,1,2,3,4,1,0,1,0.0
533,1,262,36.99411764705882,22.3583,955,534,13,2.0,186,3,4,1,2,3,0,0,0,2,1.0
534,1,348,30.0,8.6625,179,535,9,2.0,186,3,3,1,0,2,0,0,2,0,0.0
535,1,782,7.0,26.25,508,536,9,2.0,186,2,5,2,2,3,1,0,2,2,1.0
536,0,30,45.0,26.55,175,537,7,1.0,36,1,5,3,0,2,0,0,2,0,0.0
537,1,837,30.0,106.425,684,538,9,2.0,186,1,0,3,0,2,0,0,0,0,1.0
538,0,587,32.25215146299484,14.5,1007,539,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
539,1,97,22.0,49.5,415,540,9,2.0,37,1,0,3,2,3,4,0,0,2,1.0
540,1,928,36.0,71.0,282,541,9,2.0,27,1,0,3,2,3,0,0,2,2,1.0
541,1,459,9.0,31.275,36,542,9,2.0,186,3,5,1,6,2,1,4,2,2,0.0
542,1,459,11.0,31.275,37,543,9,2.0,186,3,5,1,6,2,1,4,2,2,0.0
543,0,317,32.0,26.0,101,544,12,1.0,186,2,5,2,1,3,0,1,2,0,1.0
544,0,837,50.0,106.425,340,545,12,1.0,107,1,0,3,1,3,2,1,0,0,0.0
545,0,686,64.0,26.0,860,546,12,1.0,186,1,5,3,0,2,3,0,2,0,0.0
546,1,317,19.0,26.0,102,547,13,2.0,186,2,5,2,1,3,4,1,2,0,1.0
547,0,860,32.25215146299484,13.8625,911,548,12,1.0,186,2,3,2,0,2,0,0,0,0,1.0
548,0,583,33.0,20.525,451,549,12,1.0,186,3,4,1,2,3,0,1,2,1,0.0
549,0,763,8.0,36.75,304,550,8,1.0,186,2,0,2,2,3,1,1,2,1,1.0
550,0,107,17.0,110.8833,1172,551,12,1.0,101,1,0,3,2,3,4,0,0,2,1.0
551,0,196,27.0,26.0,1079,552,12,1.0,186,2,5,2,0,2,0,0,2,0,0.0
552,0,390,32.25215146299484,7.8292,878,553,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
553,0,228,22.0,7.225,686,554,12,1.0,186,3,1,1,0,2,4,0,0,0,1.0
554,1,461,22.0,7.775,890,555,9,2.0,186,3,1,1,0,2,4,0,2,0,1.0
555,0,68,62.0,26.55,1283,556,12,1.0,186,1,5,3,0,2,3,0,2,0,0.0
556,1,73,48.0,39.6,352,557,6,2.0,3,1,0,3,1,3,2,1,0,0,1.0
557,0,833,32.25215146299484,227.525,1009,558,12,1.0,186,1,0,3,0,2,0,0,0,0,0.0
558,1,1,39.0,79.65,1167,559,13,2.0,170,1,0,3,2,3,0,1,2,1,1.0
559,1,416,36.0,17.4,1298,560,13,2.0,186,3,4,1,1,3,0,1,2,0,1.0
560,0,648,32.25215146299484,7.75,822,561,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
