Id,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,RainTomorrow
10196,18.0,25.4,12.8,3.0,5.5,26.0,7.0,9.0,88.0,68.0,1018.4,7.0,8.0,21.2,1,1
133270,3.1,13.3,0.0,,,41.0,15.0,22.0,89.0,79.0,1009.7,,,9.9,0,0
20476,14.4,19.4,0.2,,,74.0,11.0,44.0,61.0,69.0,1016.5,,,17.8,0,1
87858,23.1,29.3,51.4,3.0,4.0,39.0,15.0,28.0,86.0,75.0,1012.1,7.0,7.0,26.2,1,1
74696,6.0,13.8,6.0,,,44.0,28.0,26.0,91.0,78.0,1012.6,,,10.4,1,0
5072,10.6,31.7,0.0,,,33.0,4.0,20.0,77.0,37.0,1014.7,,,18.7,0,0
41257,17.3,27.2,0.0,,,57.0,19.0,43.0,74.0,67.0,1013.7,8.0,1.0,23.6,0,0
37024,7.3,15.9,0.0,1.8,9.6,46.0,4.0,30.0,70.0,35.0,1014.8,1.0,2.0,12.5,0,0
36558,24.8,41.2,0.0,12.0,13.3,30.0,17.0,13.0,24.0,14.0,1010.8,0.0,1.0,30.9,0,0
66487,6.5,9.6,1.8,1.8,0.4,65.0,13.0,39.0,71.0,79.0,1008.7,8.0,7.0,7.4,1,1
60110,-2.1,13.8,0.0,,,19.0,0.0,0.0,99.0,60.0,1026.2,,,2.3,0,0
38952,14.8,33.4,0.0,6.6,12.9,48.0,11.0,28.0,34.0,17.0,1010.8,1.0,1.0,24.5,0,0
78037,12.7,30.4,0.0,9.4,7.7,31.0,6.0,17.0,66.0,30.0,1009.0,4.0,2.0,18.3,0,0
94111,22.4,25.4,79.2,,0.0,39.0,13.0,13.0,98.0,91.0,1010.1,8.0,8.0,22.9,1,1
71802,11.8,32.6,0.0,9.2,13.2,26.0,17.0,13.0,41.0,15.0,1006.7,0.0,0.0,18.4,0,0
80580,8.8,17.4,1.6,3.6,7.1,35.0,9.0,19.0,69.0,43.0,1014.8,1.0,7.0,11.5,1,0
100705,15.6,29.2,0.0,2.8,7.2,,30.0,48.0,35.0,50.0,1009.3,2.0,6.0,25.9,0,1
79464,15.2,22.8,0.0,4.0,4.1,26.0,2.0,15.0,77.0,61.0,1008.6,5.0,7.0,16.8,0,1
91376,19.9,27.5,5.8,,,35.0,26.0,22.0,62.0,63.0,1010.4,,,26.0,1,0
56870,12.1,22.0,0.0,,,56.0,28.0,24.0,33.0,84.0,1005.6,8.0,8.0,19.6,0,1
129847,5.2,12.9,0.6,4.6,5.2,44.0,19.0,20.0,68.0,49.0,996.5,7.0,2.0,9.0,0,1
2586,13.8,26.2,0.0,,,35.0,0.0,11.0,69.0,27.0,1014.9,6.0,,16.0,0,0
74288,0.9,11.8,0.0,,,43.0,11.0,28.0,100.0,79.0,1021.6,,,4.4,0,1
30197,19.1,25.4,0.4,4.4,9.4,,11.0,28.0,77.0,66.0,1003.1,4.0,1.0,22.3,0,0
78714,9.0,17.2,0.2,5.8,6.9,52.0,22.0,28.0,66.0,46.0,1013.7,3.0,7.0,13.1,0,0
86245,20.9,30.0,0.2,7.2,12.5,31.0,7.0,11.0,47.0,57.0,1014.1,1.0,2.0,27.9,0,0
75783,8.8,19.4,0.0,3.8,10.0,24.0,7.0,15.0,89.0,68.0,1020.0,1.0,5.0,13.6,0,0
8837,15.2,33.9,0.0,,,30.0,19.0,9.0,,,1016.4,,,24.8,0,0
126969,10.6,22.0,0.2,,,31.0,0.0,17.0,84.0,55.0,1011.4,,,12.8,0,1
79848,9.1,15.9,1.4,1.0,3.9,54.0,0.0,17.0,100.0,84.0,999.7,7.0,7.0,9.9,1,1
16854,18.8,32.0,0.0,,,,0.0,9.0,65.0,43.0,,0.0,1.0,24.4,0,0
43230,17.2,23.7,0.0,,,85.0,30.0,50.0,83.0,64.0,987.4,,1.0,18.5,0,1
119361,18.7,29.2,0.0,10.2,11.2,46.0,17.0,33.0,58.0,43.0,1012.2,7.0,1.0,23.3,0,0
23580,19.0,23.9,0.8,6.4,10.8,48.0,28.0,28.0,73.0,60.0,1017.6,5.0,3.0,21.3,0,0
101240,8.6,13.8,1.4,1.6,0.2,44.0,24.0,30.0,77.0,89.0,1013.0,7.0,8.0,12.0,1,1
111618,13.0,27.3,0.0,,,48.0,17.0,22.0,69.0,50.0,1017.0,,,17.6,0,0
76181,7.4,16.3,0.4,0.4,6.9,28.0,13.0,13.0,91.0,53.0,1023.5,5.0,6.0,9.9,0,0
140337,25.3,32.8,24.4,5.2,5.9,35.0,7.0,17.0,73.0,64.0,1005.2,7.0,7.0,30.1,1,1
71484,19.9,37.1,0.0,13.4,11.5,59.0,20.0,17.0,51.0,30.0,1007.8,2.0,4.0,24.1,0,1
40965,21.2,24.9,57.8,30.4,0.0,65.0,15.0,30.0,93.0,95.0,1006.4,8.0,8.0,21.8,1,1
45595,8.8,19.5,0.0,4.0,4.1,48.0,19.0,17.0,70.0,48.0,1022.7,7.0,7.0,14.1,0,1
43575,16.1,16.4,0.4,,,61.0,39.0,44.0,90.0,93.0,1015.6,8.0,8.0,16.2,0,0
46940,-1.4,14.4,0.0,2.2,4.0,17.0,9.0,9.0,86.0,45.0,1023.1,7.0,8.0,5.5,0,0
32857,8.0,18.8,0.0,4.0,10.4,31.0,11.0,19.0,61.0,46.0,1012.0,5.0,1.0,11.9,0,1
44403,18.0,24.2,0.0,,,35.0,11.0,17.0,77.0,69.0,1019.4,,,21.6,0,1
33865,16.8,27.9,0.0,11.4,13.0,56.0,13.0,39.0,50.0,45.0,1013.3,1.0,1.0,23.3,0,0
122422,11.2,19.0,6.8,2.8,6.0,35.0,6.0,15.0,79.0,57.0,1019.1,5.0,5.0,14.9,1,1
96690,3.6,13.2,0.0,3.6,6.3,30.0,7.0,13.0,72.0,47.0,1024.1,,,7.3,0,0
9328,4.2,24.4,0.0,7.0,11.5,50.0,28.0,30.0,23.0,18.0,1004.6,0.0,1.0,17.8,0,0
133145,15.6,20.9,0.0,3.0,,26.0,15.0,15.0,85.0,64.0,1014.5,,,17.2,0,1
96030,18.8,28.7,0.0,9.0,,35.0,11.0,28.0,72.0,67.0,1014.8,5.0,,24.0,0,0
76457,7.1,16.4,0.8,1.2,3.2,20.0,11.0,13.0,89.0,66.0,1018.1,8.0,8.0,11.9,0,0
6164,11.2,18.4,1.0,5.6,9.0,63.0,22.0,19.0,54.0,37.0,1010.7,1.0,6.0,13.1,0,0
22315,17.3,21.2,0.0,5.4,8.4,,20.0,17.0,63.0,63.0,1018.8,5.0,2.0,20.0,0,1
134367,10.0,15.5,0.4,,,37.0,13.0,19.0,89.0,69.0,1015.5,,,11.7,0,1
85859,20.1,33.0,0.0,10.6,7.4,24.0,7.0,4.0,47.0,44.0,1011.6,4.0,8.0,28.1,0,0
70589,6.3,14.6,0.0,0.8,5.1,20.0,6.0,11.0,99.0,43.0,1017.7,7.0,2.0,7.4,0,0
5353,4.8,19.7,0.0,,,28.0,4.0,6.0,70.0,41.0,,,,11.5,0,0
72342,5.2,13.1,0.8,6.4,8.8,72.0,26.0,39.0,68.0,71.0,1018.9,3.0,7.0,8.0,0,1
35890,12.7,19.4,1.2,4.4,7.7,50.0,26.0,24.0,47.0,60.0,1025.5,6.0,3.0,16.9,1,1
85988,20.0,30.2,0.0,7.4,10.0,28.0,6.0,13.0,53.0,46.0,1014.4,2.0,3.0,27.2,0,1
48559,5.3,21.0,4.4,,,33.0,4.0,9.0,70.0,30.0,1010.3,,,10.8,1,0
135555,14.0,24.9,0.0,,,33.0,15.0,15.0,50.0,82.0,,8.0,8.0,19.5,0,1
128988,17.3,24.8,3.6,,,41.0,13.0,17.0,87.0,55.0,1010.0,,,20.8,1,0
41835,7.2,15.9,0.0,6.2,6.7,63.0,13.0,9.0,58.0,41.0,1016.2,2.0,5.0,9.9,0,0
92332,21.9,29.0,0.2,,,46.0,22.0,33.0,74.0,76.0,1011.4,,,27.2,0,0
2447,17.8,28.3,0.0,,,31.0,6.0,20.0,64.0,46.0,1015.7,5.0,8.0,21.8,0,1
4213,16.0,19.4,31.8,,,33.0,2.0,2.0,99.0,100.0,1018.6,,,17.3,1,1
11447,17.6,24.4,4.4,,,33.0,7.0,22.0,89.0,67.0,1024.5,6.0,,19.9,1,0
13955,15.2,21.4,0.0,12.2,2.5,50.0,35.0,9.0,63.0,87.0,1016.9,5.0,7.0,19.2,0,1
14494,18.4,36.7,0.0,37.6,12.7,52.0,35.0,20.0,54.0,27.0,1010.2,1.0,5.0,25.8,0,0
33647,11.9,18.8,0.0,2.6,9.5,50.0,28.0,33.0,68.0,70.0,1025.0,1.0,2.0,17.0,0,0
12577,11.1,18.8,5.2,3.6,6.2,43.0,22.0,30.0,78.0,64.0,1007.5,4.0,6.0,14.1,1,0
39468,12.7,27.4,0.0,,,26.0,17.0,17.0,54.0,21.0,1019.2,7.0,8.0,17.4,0,0
122062,8.5,18.9,0.0,1.6,6.3,31.0,0.0,11.0,73.0,50.0,1026.9,7.0,6.0,11.4,0,0
55196,8.9,15.3,2.8,,,44.0,17.0,24.0,99.0,74.0,1015.9,8.0,7.0,10.3,1,1
62437,-1.0,11.4,0.2,,,15.0,6.0,7.0,94.0,73.0,1023.6,7.0,5.0,2.7,0,0
12238,9.9,20.6,0.0,3.2,1.9,35.0,13.0,11.0,78.0,86.0,1019.1,7.0,7.0,14.5,0,1
87412,19.2,27.8,0.0,5.2,8.9,28.0,13.0,17.0,71.0,66.0,1013.3,2.0,3.0,24.5,0,0
56208,7.9,15.9,3.4,,,65.0,30.0,33.0,79.0,42.0,1012.8,8.0,7.0,10.0,1,1
70214,27.0,33.5,0.0,15.4,3.4,46.0,19.0,20.0,56.0,73.0,1000.9,7.0,8.0,29.9,0,1
82595,8.8,12.6,8.8,2.4,7.5,70.0,20.0,33.0,97.0,62.0,1007.8,,,10.9,1,0
104475,8.3,12.3,1.4,0.4,2.6,44.0,24.0,22.0,77.0,91.0,1021.2,7.0,7.0,10.0,1,1
82597,8.2,16.9,0.0,2.1,5.2,74.0,22.0,35.0,62.0,40.0,998.3,,,9.3,0,1
145397,18.1,31.7,0.0,,,39.0,15.0,20.0,60.0,32.0,1011.4,1.0,,22.8,0,0
28492,7.8,21.7,0.0,9.0,,46.0,0.0,24.0,72.0,55.0,1015.8,,,14.8,0,1
2961,9.1,24.2,0.0,,,31.0,9.0,13.0,73.0,52.0,1018.0,8.0,5.0,15.7,0,1
79615,6.6,13.8,1.2,3.8,8.4,43.0,13.0,9.0,99.0,43.0,1017.7,7.0,1.0,8.4,1,1
91650,20.2,22.3,5.8,,,52.0,7.0,4.0,92.0,69.0,1015.0,,,21.5,1,1
35685,19.6,27.5,0.0,4.8,9.8,59.0,26.0,37.0,27.0,58.0,1008.7,4.0,4.0,25.2,0,0
143806,23.5,26.0,0.0,19.0,,31.0,17.0,7.0,35.0,,1007.1,8.0,,25.5,0,1
112708,20.4,23.3,3.8,,,50.0,20.0,30.0,99.0,90.0,1006.1,,,21.1,1,1
108848,7.8,18.7,0.0,1.2,8.5,,4.0,9.0,63.0,42.0,1010.3,7.0,4.0,12.2,0,1
109498,10.0,17.0,9.8,1.6,8.1,,4.0,19.0,75.0,58.0,1018.8,6.0,4.0,12.0,1,0
27327,8.1,14.5,0.0,3.0,,46.0,22.0,28.0,39.0,35.0,1014.1,,,11.1,0,0
124985,2.0,24.0,0.0,,,33.0,20.0,4.0,53.0,30.0,,,,15.6,0,0
25163,12.7,27.1,0.0,,,31.0,6.0,19.0,70.0,39.0,,,,18.8,0,1
67064,16.8,31.2,0.0,6.0,8.4,30.0,13.0,7.0,87.0,47.0,1009.2,8.0,1.0,18.7,0,0
46657,10.9,23.4,0.4,4.4,9.3,30.0,2.0,13.0,76.0,46.0,1017.5,7.0,5.0,15.4,0,1
127707,9.6,15.8,35.6,,,41.0,17.0,22.0,90.0,77.0,1014.4,,,11.2,1,1
104951,10.0,30.4,0.0,6.6,6.2,24.0,17.0,11.0,39.0,37.0,1015.9,7.0,,18.5,0,0
14805,7.5,23.2,0.0,,,28.0,9.0,11.0,58.0,30.0,1010.2,,,16.5,0,0
116435,17.6,31.4,0.0,,10.8,80.0,22.0,33.0,52.0,26.0,1017.4,1.0,2.0,23.4,0,1
32293,20.9,24.9,1.0,2.2,0.0,26.0,2.0,17.0,88.0,82.0,999.5,8.0,8.0,21.5,0,1
85688,14.8,23.9,0.0,2.6,7.8,26.0,2.0,9.0,70.0,63.0,1020.2,3.0,4.0,20.4,0,0
87456,12.0,27.6,0.0,6.8,10.6,28.0,4.0,15.0,61.0,56.0,1015.7,0.0,0.0,22.3,0,0
63398,9.6,13.8,1.8,,,26.0,13.0,6.0,92.0,90.0,1008.4,8.0,8.0,13.2,1,1
131044,13.8,21.0,5.6,1.2,7.4,37.0,6.0,24.0,87.0,57.0,1006.2,,,15.5,1,0
3373,13.2,23.0,0.0,,,43.0,15.0,20.0,51.0,90.0,1009.9,,,20.4,0,1
140087,24.0,30.3,15.4,4.2,2.0,41.0,20.0,24.0,81.0,72.0,1005.5,7.0,7.0,27.1,1,0
43999,21.4,25.5,0.0,,,59.0,15.0,11.0,73.0,80.0,1007.8,,,24.6,0,1
8477,14.8,29.2,0.0,10.8,,44.0,11.0,24.0,25.0,15.0,1013.4,0.0,0.0,21.1,0,0
5710,8.0,25.7,0.0,,,57.0,15.0,31.0,100.0,51.0,1001.2,,,15.1,0,1
113346,13.4,28.5,0.0,,,39.0,24.0,19.0,56.0,46.0,1007.4,,,21.2,0,0
47503,9.3,25.7,0.0,4.4,,43.0,11.0,28.0,39.0,17.0,1016.9,6.0,,18.0,0,0
33792,10.8,26.3,0.0,5.4,11.0,44.0,13.0,31.0,46.0,28.0,1012.0,3.0,4.0,19.4,0,0
32505,13.1,20.1,0.0,3.8,10.1,30.0,11.0,22.0,68.0,55.0,1015.1,1.0,5.0,17.7,0,0
14913,29.0,41.4,0.0,,,70.0,22.0,20.0,51.0,28.0,1001.9,1.0,8.0,31.8,0,0
92973,17.2,24.2,0.6,,,35.0,15.0,19.0,73.0,73.0,1011.5,,,21.9,0,1
75847,8.2,13.4,5.8,1.0,5.3,,39.0,35.0,59.0,99.0,1012.2,4.0,4.0,11.0,1,1
113650,10.0,19.0,0.0,,,39.0,4.0,22.0,60.0,61.0,1012.7,,,16.7,0,1
112854,13.7,16.0,14.4,,,50.0,22.0,20.0,,,1017.9,,,15.8,1,1
57966,13.8,19.0,0.0,,,41.0,13.0,19.0,98.0,76.0,1008.0,7.0,8.0,14.6,0,1
78070,14.3,18.3,1.4,8.0,4.5,24.0,11.0,13.0,78.0,61.0,1016.2,8.0,6.0,14.9,1,0
42429,18.4,26.1,11.0,,,37.0,7.0,15.0,89.0,74.0,1019.9,4.0,8.0,21.5,1,1
125422,3.4,14.9,6.6,,,48.0,26.0,24.0,70.0,49.0,,,,8.2,1,0
41853,7.6,27.7,0.0,,,56.0,9.0,35.0,59.0,19.0,1011.0,,,15.8,0,0
91704,20.2,25.9,86.8,,,67.0,30.0,43.0,90.0,76.0,1011.8,,,22.4,1,1
9827,18.5,24.8,0.0,2.4,3.3,44.0,22.0,28.0,70.0,67.0,1021.7,7.0,6.0,21.1,0,1
107943,14.0,28.6,0.0,12.4,8.0,61.0,50.0,30.0,37.0,14.0,1025.1,7.0,7.0,15.4,0,0
17194,20.8,23.7,0.0,,,,46.0,33.0,68.0,61.0,,4.0,6.0,22.2,0,1
39900,19.6,24.9,2.0,2.0,0.5,46.0,22.0,31.0,93.0,69.0,1019.8,8.0,7.0,20.5,1,1
38518,9.6,16.5,14.4,4.0,6.7,41.0,19.0,20.0,79.0,60.0,1013.7,3.0,7.0,11.6,1,0
25972,15.1,29.1,0.0,,,31.0,0.0,15.0,75.0,53.0,,,,20.8,0,0
131936,6.9,17.4,0.2,3.8,7.2,57.0,9.0,26.0,68.0,39.0,998.1,5.0,6.0,9.0,0,0
112305,13.8,22.0,0.0,,,57.0,24.0,39.0,50.0,48.0,1019.4,,,17.1,0,0
102222,9.8,13.6,5.8,1.8,,52.0,20.0,33.0,86.0,68.0,1009.6,8.0,7.0,10.6,1,1
57610,13.8,35.5,0.0,,,61.0,20.0,24.0,28.0,26.0,1009.1,3.0,8.0,25.4,0,1
19057,12.5,18.9,1.8,,,24.0,9.0,11.0,84.0,69.0,1021.6,,,15.6,1,0
39967,20.9,29.3,11.4,4.6,3.5,31.0,11.0,9.0,95.0,89.0,1010.4,6.0,7.0,22.5,1,1
11786,16.5,21.6,0.8,,,54.0,15.0,13.0,85.0,78.0,1008.3,8.0,8.0,17.9,0,0
89321,25.8,32.9,0.0,8.4,5.9,35.0,9.0,22.0,65.0,54.0,1008.4,6.0,4.0,28.7,0,0
46202,-1.9,10.9,0.0,1.4,1.2,26.0,0.0,20.0,86.0,73.0,1029.8,7.0,7.0,2.1,0,0
84570,21.5,30.8,0.0,9.2,10.5,33.0,11.0,15.0,65.0,42.0,1013.0,7.0,4.0,26.6,0,0
49132,7.7,29.9,0.0,,,35.0,4.0,11.0,55.0,22.0,1014.6,,,14.6,0,0
111842,12.3,14.3,5.4,,,61.0,20.0,11.0,71.0,62.0,1013.2,,,13.8,1,1
111108,19.5,28.1,0.0,8.4,12.1,,6.0,,68.0,,1016.1,0.0,,25.5,0,0
57905,2.5,15.1,1.2,,,61.0,19.0,26.0,98.0,73.0,1010.3,8.0,8.0,8.2,1,1
123295,21.7,41.9,0.0,11.8,12.6,44.0,19.0,13.0,28.0,15.0,1010.5,1.0,5.0,33.2,0,0
132608,12.8,21.6,2.6,1.6,2.2,52.0,17.0,20.0,85.0,61.0,1007.9,8.0,8.0,14.3,1,1
84655,21.0,31.0,0.0,6.0,7.6,17.0,2.0,7.0,67.0,61.0,1008.5,7.0,3.0,25.2,0,0
87509,16.6,31.3,0.0,10.2,10.8,33.0,20.0,22.0,52.0,47.0,1012.3,1.0,1.0,27.3,0,0
87965,23.2,31.8,6.8,5.2,9.7,33.0,13.0,19.0,73.0,61.0,1002.6,6.0,7.0,29.3,1,0
76870,10.9,16.2,0.8,0.2,6.1,39.0,17.0,24.0,98.0,69.0,1018.1,8.0,1.0,13.0,0,1
17808,4.6,13.7,0.0,,,,0.0,,75.0,,,8.0,,9.5,0,1
82342,6.8,14.2,6.2,15.6,5.4,33.0,7.0,19.0,99.0,71.0,1018.9,,,8.8,1,1
142603,25.1,35.7,4.4,6.0,,46.0,7.0,11.0,100.0,,1004.3,7.0,7.0,27.4,1,1
6285,10.4,17.5,0.0,6.0,9.8,65.0,20.0,13.0,42.0,32.0,1013.0,4.0,4.0,12.2,0,0
16648,9.4,16.2,3.0,,,,9.0,28.0,85.0,72.0,,7.0,7.0,11.0,1,1
101947,8.3,27.1,0.0,6.4,11.7,37.0,13.0,24.0,67.0,42.0,1018.1,5.0,1.0,17.0,0,0
18334,8.8,14.7,0.2,,,43.0,15.0,31.0,53.0,66.0,1020.2,,,10.8,0,0
12357,8.4,27.2,0.0,8.8,12.0,35.0,24.0,15.0,46.0,17.0,1020.9,0.0,4.0,18.7,0,0
110042,18.3,22.2,0.0,7.0,0.2,,6.0,0.0,79.0,89.0,1010.2,8.0,8.0,20.7,0,1
6881,10.0,16.9,1.0,2.4,,31.0,15.0,15.0,88.0,51.0,1016.3,7.0,7.0,12.1,0,0
8111,21.7,40.3,0.0,,,35.0,19.0,17.0,19.0,11.0,1009.1,,4.0,31.0,0,0
9685,13.8,17.1,7.2,1.6,0.0,33.0,19.0,17.0,94.0,90.0,1022.0,8.0,8.0,14.3,1,1
130717,12.4,22.0,0.0,3.6,7.8,46.0,11.0,19.0,67.0,74.0,1010.0,2.0,8.0,18.3,0,1
51902,13.5,37.2,0.0,,,50.0,4.0,20.0,57.0,27.0,1008.3,,,23.4,0,0
114807,7.3,16.2,3.4,,2.0,20.0,13.0,9.0,89.0,64.0,1016.9,8.0,8.0,11.4,1,1
133320,7.8,16.4,0.0,,,31.0,11.0,17.0,91.0,61.0,1016.1,,,12.1,0,1
138228,23.7,35.6,0.0,12.8,11.9,39.0,28.0,15.0,19.0,18.0,1006.8,4.0,7.0,29.6,0,0
2434,9.3,27.9,0.0,,,22.0,9.0,15.0,55.0,22.0,1018.7,,,18.5,0,0
128767,9.9,17.0,1.6,,,43.0,13.0,19.0,86.0,64.0,1009.4,,,11.7,1,1
61356,3.3,14.8,0.0,0.6,2.4,20.0,9.0,11.0,97.0,79.0,1012.1,6.0,7.0,10.2,0,0
68974,6.9,13.7,0.8,2.2,2.5,41.0,24.0,24.0,67.0,53.0,1007.7,7.0,7.0,9.7,0,1
38328,18.5,31.1,0.0,8.0,12.0,33.0,17.0,7.0,61.0,29.0,1020.0,1.0,2.0,21.6,0,0
74446,11.0,34.8,0.0,,,31.0,7.0,17.0,56.0,12.0,1017.4,,,18.3,0,0
73320,16.8,27.4,0.0,8.0,5.2,44.0,13.0,17.0,43.0,20.0,1019.5,2.0,,20.6,0,0
12090,23.2,35.5,0.0,5.2,10.9,28.0,15.0,11.0,79.0,47.0,1007.4,5.0,7.0,27.0,0,0
53677,-1.8,7.7,0.0,,,31.0,15.0,7.0,97.0,72.0,,,,0.3,0,0
117979,13.2,29.1,0.0,8.8,13.3,54.0,28.0,22.0,38.0,17.0,1019.5,0.0,0.0,19.1,0,0
117182,12.7,22.2,0.0,,10.5,44.0,26.0,26.0,55.0,35.0,1022.6,,,17.3,0,0
83690,6.2,15.0,4.8,,,54.0,9.0,22.0,93.0,66.0,1020.0,,,9.0,1,1
79561,7.3,9.6,9.2,3.2,0.0,35.0,4.0,7.0,90.0,99.0,1002.8,7.0,7.0,7.9,1,1
67067,12.0,21.3,0.0,4.8,3.8,54.0,33.0,24.0,73.0,50.0,1012.9,7.0,7.0,14.9,0,0
21006,19.8,23.3,3.6,,,59.0,6.0,15.0,82.0,88.0,1009.4,,,21.4,1,1
12408,24.1,42.3,0.0,16.0,9.6,69.0,26.0,39.0,24.0,8.0,1003.2,4.0,5.0,32.3,0,0
21797,15.2,20.3,0.0,8.0,9.3,41.0,24.0,22.0,60.0,59.0,1025.4,3.0,4.0,18.7,0,1
114143,12.8,24.9,0.0,,,37.0,19.0,13.0,85.0,52.0,1020.3,,,15.9,0,0
126441,-2.5,16.9,0.0,,,20.0,6.0,6.0,79.0,47.0,,,,10.5,0,0
53886,10.8,15.2,0.6,,,52.0,20.0,19.0,97.0,96.0,,,,11.5,0,1
84786,11.7,27.8,0.0,4.4,10.0,22.0,4.0,9.0,68.0,54.0,1013.3,1.0,1.0,19.6,0,1
27113,12.4,18.2,0.0,,,24.0,13.0,11.0,60.0,59.0,,,,15.5,0,0
61581,21.1,30.4,0.0,10.6,3.2,59.0,31.0,35.0,66.0,66.0,1007.6,6.0,8.0,24.9,0,1
29418,6.9,16.9,0.0,,,15.0,0.0,9.0,97.0,75.0,1017.3,,7.0,10.8,0,1
78058,14.3,30.0,0.0,4.6,5.5,31.0,0.0,11.0,99.0,37.0,1017.8,7.0,6.0,16.1,0,1
34539,18.3,21.2,0.0,10.0,1.1,76.0,22.0,30.0,83.0,79.0,1019.2,6.0,8.0,20.7,0,1
18338,10.3,20.4,3.2,,,31.0,11.0,7.0,65.0,46.0,1009.6,,,16.9,1,0
141179,22.9,32.4,0.0,7.0,10.9,35.0,20.0,13.0,68.0,40.0,1009.6,1.0,1.0,25.9,0,0
38062,2.7,14.7,0.0,0.6,3.0,24.0,6.0,15.0,99.0,71.0,1017.7,7.0,6.0,7.9,0,1
140072,23.4,28.6,184.6,,1.6,83.0,31.0,20.0,84.0,84.0,999.7,8.0,7.0,25.5,1,1
11604,19.5,25.9,0.0,,,41.0,19.0,22.0,69.0,58.0,1013.6,8.0,4.0,20.9,0,1
84777,14.1,19.7,2.8,1.4,0.0,31.0,4.0,4.0,92.0,93.0,1017.0,7.0,8.0,17.9,1,1
15233,9.6,22.8,0.0,,,,4.0,4.0,76.0,49.0,,0.0,2.0,15.6,0,1
86323,19.8,31.8,0.0,7.4,11.4,33.0,6.0,13.0,62.0,62.0,1003.5,1.0,2.0,26.8,0,1
381,14.5,40.3,0.0,,,107.0,9.0,50.0,40.0,28.0,1005.7,,2.0,24.2,0,1
140176,19.9,30.9,0.0,4.8,10.7,33.0,17.0,22.0,58.0,41.0,1011.7,1.0,3.0,24.5,0,0
94492,23.3,30.6,0.0,6.6,7.2,35.0,13.0,22.0,61.0,60.0,1012.6,6.0,7.0,26.9,0,0
98598,12.7,24.3,0.0,6.6,,39.0,11.0,24.0,54.0,45.0,1015.0,,,17.4,0,0
50739,6.2,13.3,26.6,,,31.0,13.0,9.0,93.0,91.0,1019.1,,,8.4,1,1
33559,20.0,21.5,0.0,9.0,0.0,57.0,35.0,31.0,92.0,88.0,1011.7,7.0,8.0,20.3,0,1
57911,9.9,19.1,0.0,,,50.0,33.0,17.0,81.0,77.0,1002.9,7.0,1.0,13.6,0,0
1012,10.7,18.6,0.0,,,46.0,13.0,28.0,89.0,57.0,1007.4,8.0,5.0,12.6,0,1
64808,6.8,14.8,1.6,3.6,5.4,52.0,26.0,37.0,58.0,90.0,1006.5,7.0,7.0,12.4,1,1
6526,17.1,29.9,0.0,4.6,10.7,31.0,13.0,13.0,53.0,32.0,1016.7,1.0,3.0,24.0,0,0
36383,23.5,39.6,0.0,11.8,4.8,72.0,11.0,39.0,40.0,84.0,1010.0,7.0,7.0,33.3,0,1
123362,26.0,39.8,0.0,13.8,10.8,48.0,24.0,15.0,31.0,17.0,1008.6,7.0,7.0,31.0,0,0
91256,18.9,25.8,0.0,,,54.0,19.0,31.0,74.0,78.0,1016.7,,,23.5,0,1
48697,0.9,12.3,0.0,,,37.0,20.0,24.0,64.0,55.0,1027.7,,5.0,7.3,0,0
8153,21.6,36.9,0.0,13.6,,39.0,19.0,20.0,44.0,21.0,1012.2,0.0,2.0,26.7,0,0
30298,14.3,17.6,22.0,1.8,0.1,,9.0,7.0,97.0,90.0,1024.8,8.0,7.0,15.3,1,1
21817,15.7,21.9,4.8,6.2,7.6,41.0,24.0,20.0,81.0,69.0,1015.7,7.0,2.0,18.8,1,0
61811,4.0,16.0,0.0,2.0,6.9,46.0,17.0,31.0,69.0,50.0,1024.1,4.0,4.0,13.1,0,0
49455,16.5,24.5,26.2,,,54.0,30.0,26.0,73.0,63.0,1017.7,,,17.8,1,0
126531,9.5,13.7,13.4,,,44.0,19.0,22.0,94.0,84.0,,,,11.8,1,1
60778,8.1,16.9,0.0,,,28.0,0.0,13.0,85.0,50.0,1016.7,8.0,8.0,10.9,0,0
139017,17.8,39.8,0.0,12.8,,41.0,13.0,20.0,21.0,15.0,1006.9,,,30.6,0,0
27080,14.2,23.6,27.4,,,30.0,11.0,11.0,62.0,50.0,,,,16.9,1,0
98289,17.0,24.9,0.0,5.0,10.7,33.0,15.0,15.0,62.0,43.0,1009.3,,,19.7,0,1
121530,13.4,26.6,0.0,9.2,13.3,37.0,15.0,20.0,40.0,42.0,1018.0,0.0,0.0,19.7,0,0
22881,22.1,26.0,0.0,7.2,2.1,44.0,6.0,19.0,73.0,90.0,1012.5,7.0,7.0,25.9,0,1
26995,18.7,25.5,0.4,,,22.0,4.0,15.0,82.0,78.0,,,,21.3,0,1
67464,20.4,25.6,0.0,14.8,6.1,48.0,11.0,28.0,25.0,69.0,1012.8,5.0,4.0,25.5,0,1
65262,12.3,30.4,0.0,9.0,5.9,69.0,54.0,30.0,44.0,23.0,1005.4,5.0,7.0,21.5,0,1
116186,10.5,21.3,0.0,,1.4,31.0,17.0,13.0,66.0,53.0,1016.5,8.0,8.0,16.3,0,0
54432,-0.9,3.8,5.6,,,56.0,17.0,13.0,97.0,97.0,,,,0.6,1,1
